,adjectives,century,nouns,poem_id,rhymes,rhyming_adjectives,rhyming_nouns,rhyming_verbs,verbs,words
4614,9,xx,28,4614,14,2,9,3,10,85
4615,11,xx,57,4615,24,2,16,3,16,147
4616,1,xx,34,4616,18,0,12,4,12,108
4617,5,xx,20,4617,14,0,11,3,9,68
4618,4,xx,29,4618,20,2,10,1,11,99
4619,12,xx,48,4619,20,3,14,0,14,126
4620,9,xx,13,4620,12,4,5,1,4,54
4621,8,xx,23,4621,18,2,6,2,9,79
4622,2,xx,21,4622,8,1,5,0,5,63
4623,8,xx,29,4623,18,2,11,5,13,92
4624,3,xx,19,4624,10,0,8,2,8,56
4625,3,xx,8,4625,8,2,4,1,14,51
4626,5,xx,20,4626,10,2,5,3,13,80
4627,17,xx,32,4627,20,4,12,0,7,115
4628,8,xx,16,4628,12,2,8,2,6,61
4629,3,xx,20,4629,8,1,4,3,4,61
4630,8,xx,24,4630,20,1,11,5,11,93
4631,13,xx,20,4631,12,2,7,2,7,69
4632,18,xx,62,4632,26,7,16,2,16,158
4633,1,xx,27,4633,20,2,13,3,6,68
4634,5,xx,19,4634,8,0,6,1,7,50
4635,3,xx,11,4635,8,0,5,3,9,55
4636,7,xx,15,4636,12,4,3,1,8,89
4637,5,xx,9,4637,4,1,3,0,0,32
4638,1,xx,12,4638,12,0,6,5,7,46
4639,7,xx,46,4639,22,3,12,5,9,144
4640,2,xx,16,4640,6,0,6,0,1,39
4641,6,xx,19,4641,16,1,5,9,21,97
4642,4,xx,17,4642,10,0,6,3,5,61
4643,7,xx,30,4643,18,1,13,1,7,105
4644,6,xx,32,4644,16,0,10,3,7,88
4645,3,xx,26,4645,16,2,6,5,8,97
4646,8,xx,27,4646,20,4,8,7,13,97
4647,5,xx,13,4647,10,0,8,1,5,50
4648,8,xx,29,4648,14,3,9,1,13,103
4649,3,xx,31,4649,20,0,12,6,16,106
4650,18,xx,24,4650,12,3,7,2,8,88
4651,0,xx,8,4651,2,0,1,1,1,21
4652,13,xx,35,4652,12,0,8,3,9,97
4653,6,xx,30,4653,16,2,8,6,8,101
4654,2,xx,8,4654,4,1,1,0,3,41
4655,3,xx,20,4655,20,1,12,3,5,84
4656,102,xx,423,4656,210,40,124,18,142,1360
4657,17,xx,83,4657,38,2,30,3,30,250
4658,7,xx,18,4658,8,2,3,1,4,56
4659,2,xx,13,4659,6,0,3,3,3,33
4660,174,xx,593,4660,364,50,195,62,287,2135
4661,12,xx,26,4661,12,1,9,0,7,84
4662,18,xx,75,4662,38,8,25,1,16,246
4663,6,xx,22,4663,12,0,8,3,10,76
4664,11,xx,9,4664,8,1,3,2,3,58
4665,2,xx,19,4665,14,0,13,0,3,50
4666,25,xx,98,4666,50,7,28,10,35,330
4667,18,xx,41,4667,22,3,17,1,15,142
4668,48,xx,139,4668,80,15,46,10,51,527
4669,7,xx,27,4669,12,0,7,5,8,90
4670,8,xx,25,4670,10,0,7,3,4,63
4671,2,xx,7,4671,6,0,4,1,5,40
4672,4,xx,15,4672,8,0,5,3,6,53
4673,4,xx,6,4673,2,0,2,0,0,23
4674,8,xx,31,4674,12,2,8,1,3,102
4675,3,xx,12,4675,6,1,5,0,2,36
4676,2,xx,18,4676,10,2,4,3,7,57
4677,2,xx,8,4677,2,0,2,0,2,17
4678,4,xx,32,4678,12,1,9,2,6,86
4679,1,xx,18,4679,8,0,3,4,7,51
4680,10,xx,37,4680,14,2,8,2,10,107
4681,3,xx,26,4681,16,0,12,3,4,79
4682,0,xx,6,4682,2,0,1,0,2,22
4683,1,xx,5,4683,2,0,1,1,3,23
4684,0,xx,11,4684,6,0,5,1,5,35
4685,3,xx,7,4685,4,0,3,1,2,28
4686,4,xx,16,4686,8,2,6,0,1,37
4687,3,xx,11,4687,2,0,2,0,5,52
4688,19,xx,85,4688,44,8,30,4,31,281
4689,2,xx,4,4689,4,0,0,1,1,22
4690,1,xx,27,4690,12,2,7,1,6,105
4691,8,xx,26,4691,10,0,9,0,2,69
4692,1,xx,7,4692,4,1,1,0,4,32
4693,4,xx,11,4693,12,5,3,2,2,41
4694,0,xx,5,4694,4,0,1,2,7,30
4695,13,xx,36,4695,16,0,13,1,4,110
4696,1,xx,11,4696,8,0,5,1,1,63
4697,9,xx,25,4697,16,0,10,2,6,95
4698,15,xx,49,4698,26,5,13,4,14,161
4699,18,xx,47,4699,26,7,13,4,25,184
4700,9,xx,25,4700,10,1,6,2,11,64
4701,7,xx,19,4701,10,3,6,1,8,72
4702,1,xx,6,4702,4,0,3,1,5,24
4703,18,xx,90,4703,44,2,35,6,31,278
4704,4,xx,10,4704,6,0,3,2,3,37
4705,6,xx,69,4705,26,0,20,4,12,227
4706,0,xx,6,4706,2,0,1,0,2,18
4707,0,xx,13,4707,4,0,1,1,7,43
4708,0,xx,3,4708,2,0,0,0,0,12
4709,1,xx,8,4709,2,0,0,1,2,23
4710,1,xx,5,4710,2,0,0,2,1,14
4711,0,xx,6,4711,2,0,2,0,2,19
4712,2,xx,6,4712,6,0,2,3,5,38
4713,0,xx,3,4713,2,1,1,0,2,16
4714,0,xx,5,4714,2,0,2,0,0,9
4715,2,xx,11,4715,16,0,4,7,10,48
4716,1,xx,7,4716,2,0,2,0,1,19
4717,0,xx,5,4717,6,0,3,0,2,22
4718,17,xx,88,4718,38,3,21,7,29,281
4719,0,xx,5,4719,2,0,2,0,0,12
4720,0,xx,17,4720,16,0,5,5,8,71
4721,0,xx,3,4721,2,0,0,0,0,6
4722,17,xx,88,4722,38,3,21,7,29,281
4723,6,xx,32,4723,20,0,11,2,4,130
4724,1,xx,20,4724,6,0,2,2,6,48
4725,3,xx,17,4725,6,1,5,0,0,40
4726,0,xx,10,4726,4,1,3,0,2,26
4727,0,xx,9,4727,6,0,4,2,3,27
4728,2,xx,10,4728,8,0,3,1,1,23
4729,6,xx,25,4729,8,2,4,2,5,63
4730,2,xx,10,4730,2,0,2,0,0,17
4731,7,xx,28,4731,14,3,7,2,12,94
4732,0,xx,20,4732,12,0,11,1,0,41
4733,2,xx,6,4733,2,0,1,1,1,17
4734,4,xx,8,4734,4,2,0,2,6,31
4735,0,xx,11,4735,4,0,3,0,1,28
4736,0,xx,10,4736,6,0,3,1,0,31
4737,19,xx,57,4737,42,7,24,7,32,231
4738,4,xx,11,4738,4,0,4,0,1,32
4739,2,xx,23,4739,4,2,1,0,4,41
4740,2,xx,9,4740,4,2,0,0,5,33
4741,1,xx,10,4741,8,0,4,2,7,81
4742,5,xx,23,4742,16,0,11,5,13,103
4743,5,xx,26,4743,12,1,8,3,13,89
4744,2,xx,15,4744,6,0,3,3,9,52
4745,0,xx,7,4745,2,0,1,1,1,18
4746,2,xx,11,4746,2,0,2,0,1,20
4747,6,xx,46,4747,30,1,25,3,12,141
4748,5,xx,26,4748,24,1,10,8,17,126
4749,6,xx,26,4749,14,3,7,3,7,83
4750,8,xx,18,4750,12,0,7,4,9,65
4751,20,xx,89,4751,44,6,32,3,30,268
4752,6,xx,25,4752,18,0,10,6,19,125
4753,6,xx,10,4753,8,4,4,0,6,52
4754,12,xx,22,4754,18,5,9,4,11,104
4755,2,xx,23,4755,10,3,5,0,8,76
4756,1,xx,15,4756,10,0,6,2,14,76
4757,21,xx,72,4757,44,5,33,2,25,229
4758,9,xx,21,4758,10,1,7,2,8,72
4759,5,xx,15,4759,12,6,5,0,4,48
4760,4,xx,19,4760,12,2,2,3,6,49
4761,2,xx,23,4761,24,0,12,12,18,94
4762,6,xx,36,4762,28,0,23,4,6,104
4763,2,xx,16,4763,8,2,4,2,6,43
4764,3,xx,10,4764,6,0,2,2,5,39
4765,10,xx,40,4765,24,4,15,2,11,147
4766,10,xx,45,4766,28,6,14,6,14,170
4767,18,xx,61,4767,34,16,13,2,24,193
4768,8,xx,59,4768,32,2,20,7,20,174
4769,12,xx,29,4769,18,3,11,3,13,102
4770,10,xx,43,4770,26,7,15,2,22,149
4771,5,xx,32,4771,18,2,12,4,18,117
4772,10,xx,29,4772,24,1,15,3,17,156
4773,16,xx,60,4773,32,4,22,3,15,185
4774,3,xx,21,4774,14,2,10,2,8,76
4775,9,xx,23,4775,16,2,13,0,9,98
4776,9,xx,12,4776,12,9,1,2,10,64
4777,7,xx,33,4777,20,2,13,3,13,112
4778,12,xx,41,4778,22,5,15,2,13,128
4779,2,xx,32,4779,16,4,8,3,8,90
4780,3,xx,19,4780,10,1,7,1,5,57
4781,3,xx,23,4781,14,1,8,3,10,76
4782,12,xx,19,4782,12,2,9,1,5,66
4783,6,xx,24,4783,20,3,14,1,14,106
4784,3,xx,16,4784,12,1,8,3,5,44
4785,17,xx,58,4785,24,1,22,1,6,156
4786,6,xx,29,4786,16,0,11,2,13,98
4787,8,xx,37,4787,22,3,11,2,17,131
4788,7,xx,27,4788,22,4,13,5,10,88
4789,6,xx,38,4789,26,6,11,5,21,139
4790,11,xx,38,4790,26,10,11,3,22,159
4791,21,xx,74,4791,44,7,29,3,14,223
4792,12,xx,36,4792,20,7,6,2,19,121
4793,8,xx,34,4793,22,3,9,2,17,138
4794,5,xx,23,4794,20,0,8,8,22,129
4795,9,xx,31,4795,34,9,16,6,20,130
4796,4,xx,22,4796,24,1,11,5,27,140
4797,0,xx,8,4797,8,0,3,4,4,27
4798,10,xx,44,4798,38,11,17,6,16,184
4799,18,xx,92,4799,88,4,56,21,33,304
4800,17,xx,52,4800,36,4,23,6,23,175
4801,2,xx,16,4801,10,0,5,2,5,58
4802,12,xx,124,4802,58,2,33,14,49,471
4803,13,xx,56,4803,26,3,18,2,20,176
4804,27,xx,84,4804,38,3,23,11,30,294
4805,15,xx,150,4805,80,2,60,13,52,420
4806,17,xx,35,4806,16,4,10,2,14,117
4807,7,xx,28,4807,20,3,9,6,14,118
4808,23,xx,82,4808,34,3,23,7,20,271
4809,29,xx,83,4809,50,14,25,7,26,298
4810,13,xx,45,4810,28,5,16,6,20,155
4811,5,xx,17,4811,8,2,4,0,9,75
4812,25,xx,94,4812,54,7,36,4,33,325
4813,5,xx,31,4813,20,1,13,5,15,118
4814,0,xx,4,4814,4,0,1,0,6,31
4815,13,xx,67,4815,40,4,26,6,23,237
4816,7,xx,12,4816,8,2,5,1,5,47
4817,4,xx,43,4817,16,0,11,3,8,114
4818,2,xx,15,4818,10,1,4,0,7,72
4819,10,xx,50,4819,28,5,18,1,19,176
4820,0,xx,5,4820,4,0,3,1,1,28
4821,9,xx,39,4821,20,0,15,3,21,156
4822,2,xx,17,4822,12,3,7,1,5,66
4823,33,xx,109,4823,62,4,37,19,39,339
4824,14,xx,25,4824,16,2,9,1,11,103
4825,2,xx,8,4825,6,2,4,0,2,27
4826,4,xx,31,4826,22,4,10,5,20,136
4827,6,xx,17,4827,10,2,3,2,4,53
4828,36,xx,146,4828,88,4,57,21,58,463
4829,2,xx,7,4829,6,3,2,1,6,40
4830,1,xx,15,4830,8,1,5,2,6,54
4831,5,xx,20,4831,8,1,5,2,4,55
4832,1,xx,13,4832,8,0,3,3,7,56
4833,0,xx,3,4833,2,0,0,1,3,24
4834,9,xx,29,4834,14,3,9,1,7,87
4835,1,xx,39,4835,18,0,12,5,14,104
4836,16,xx,39,4836,16,1,11,1,15,108
4837,40,xx,89,4837,36,6,24,6,27,258
4838,8,xx,42,4838,26,1,19,5,19,142
4839,2,xx,19,4839,8,1,5,1,3,45
4840,11,xx,46,4840,20,0,14,4,7,142
4841,9,xx,31,4841,24,0,11,7,21,167
4842,8,xx,27,4842,12,0,8,1,7,92
4843,11,xx,37,4843,18,4,11,3,6,106
4844,4,xx,19,4844,6,1,5,0,6,53
4845,4,xx,28,4845,16,1,13,2,9,99
4846,9,xx,37,4846,18,1,12,2,10,103
4847,19,xx,39,4847,20,2,16,0,7,127
4848,4,xx,26,4848,14,0,13,1,7,77
4849,3,xx,21,4849,16,2,11,2,13,99
4850,3,xx,32,4850,24,1,15,3,29,144
4851,11,xx,35,4851,14,0,8,4,18,122
4852,5,xx,34,4852,12,0,6,2,5,90
4853,3,xx,22,4853,12,1,5,3,8,83
4854,3,xx,15,4854,10,0,9,0,8,45
4855,6,xx,36,4855,22,2,15,3,10,109
4856,4,xx,42,4856,18,2,11,0,7,135
4857,13,xx,35,4857,22,7,12,3,12,121
4858,6,xx,21,4858,10,1,8,0,7,80
4859,8,xx,23,4859,12,3,9,0,11,83
4860,6,xx,20,4860,16,0,10,3,12,84
4861,0,xx,16,4861,6,1,2,2,12,60
4862,3,xx,20,4862,8,0,8,0,9,51
4863,19,xx,53,4863,30,3,16,3,15,174
4864,7,xx,19,4864,10,0,6,4,9,71
4865,1,xx,18,4865,10,0,7,1,4,50
4866,7,xx,26,4866,18,0,12,4,14,123
4867,21,xx,52,4867,22,6,12,4,14,161
4868,5,xx,21,4868,12,0,9,3,10,81
4869,6,xx,13,4869,8,0,6,1,10,49
4870,11,xx,42,4870,26,2,18,3,18,151
4871,10,xx,36,4871,16,3,10,3,17,128
4872,5,xx,29,4872,12,1,8,1,8,85
4873,9,xx,37,4873,14,0,7,4,20,109
4874,4,xx,23,4874,14,0,10,3,7,89
4875,4,xx,27,4875,14,2,8,2,13,88
4876,4,xx,20,4876,12,0,9,0,7,69
4877,5,xx,51,4877,28,1,18,7,18,125
4878,2,xx,10,4878,6,0,3,2,7,34
4879,6,xx,18,4879,12,0,11,0,3,43
4880,3,xx,17,4880,10,0,8,1,5,50
4881,4,xx,14,4881,10,0,7,1,5,41
4882,8,xx,25,4882,16,0,11,2,3,64
4883,6,xx,19,4883,12,0,9,1,3,64
4884,6,xx,17,4884,18,2,7,3,12,97
4885,3,xx,17,4885,18,2,9,4,10,91
4886,3,xx,17,4886,12,3,5,2,7,62
4887,4,xx,24,4887,16,4,10,0,8,76
4888,0,xx,9,4888,4,0,4,0,2,22
4889,4,xx,24,4889,12,1,11,0,6,58
4890,7,xx,23,4890,12,1,10,1,12,69
4891,4,xx,23,4891,20,4,6,5,11,88
4892,13,xx,18,4892,16,6,6,4,11,85
4893,11,xx,45,4893,20,5,12,2,15,118
4894,1,xx,22,4894,12,2,5,5,16,88
4895,13,xx,82,4895,48,7,32,4,28,258
4896,8,xx,26,4896,20,3,9,6,10,126
4897,2,xx,13,4897,18,1,8,7,8,61
4898,5,xx,37,4898,20,0,15,3,17,143
4899,15,xx,44,4899,20,3,10,2,15,177
4900,2,xx,16,4900,8,0,4,3,7,47
4901,6,xx,14,4901,8,2,4,2,11,61
4902,17,xx,47,4902,20,0,7,9,18,149
4903,7,xx,29,4903,20,0,13,3,18,125
4904,7,xx,23,4904,24,6,10,3,6,82
4905,8,xx,29,4905,16,2,8,3,12,102
4906,5,xx,27,4906,12,2,7,0,7,83
4907,9,xx,30,4907,14,0,10,3,10,107
4908,11,xx,33,4908,20,2,11,2,7,122
4909,4,xx,25,4909,20,0,5,9,22,138
4910,19,xx,42,4910,26,2,13,4,23,172
4911,8,xx,31,4911,12,1,7,4,13,101
4912,12,xx,27,4912,12,1,6,1,16,111
4913,10,xx,30,4913,22,4,11,7,11,88
4914,8,xx,28,4914,20,3,9,7,12,96
4915,7,xx,29,4915,14,1,6,5,12,101
4916,11,xx,31,4916,22,6,6,8,19,110
4917,11,xx,35,4917,18,0,11,7,24,140
4918,4,xx,13,4918,8,1,6,0,3,46
4919,16,xx,52,4919,26,0,11,8,22,191
4920,1,xx,11,4920,14,0,5,7,17,99
4921,4,xx,25,4921,12,0,7,4,8,76
4922,7,xx,19,4922,10,0,7,2,6,61
4923,9,xx,21,4923,14,1,8,3,10,88
4924,9,xx,9,4924,10,2,3,1,5,56
4925,11,xx,20,4925,12,4,7,1,5,58
4926,2,xx,20,4926,18,2,10,5,7,96
4927,7,xx,31,4927,16,1,9,5,20,104
4928,10,xx,31,4928,20,0,14,5,23,136
4929,3,xx,15,4929,6,0,4,2,5,41
4930,1,xx,19,4930,12,0,7,5,6,47
4931,8,xx,36,4931,24,1,13,7,8,100
4932,5,xx,30,4932,26,0,16,7,24,147
4933,2,xx,30,4933,18,1,13,2,7,91
4934,2,xx,9,4934,8,0,4,3,13,54
4935,22,xx,108,4935,40,4,18,11,37,335
4936,9,xx,40,4936,16,1,14,0,9,106
4937,27,xx,56,4937,56,12,25,8,24,245
4938,10,xx,38,4938,14,4,8,1,9,97
4939,17,xx,58,4939,34,2,19,9,25,200
4940,17,xx,64,4940,34,4,18,8,32,261
4941,9,xx,26,4941,16,1,12,2,5,84
4942,7,xx,27,4942,16,0,15,0,12,94
4943,2,xx,17,4943,6,0,0,3,4,53
4944,11,xx,49,4944,36,2,15,11,34,246
4945,6,xx,20,4945,12,1,6,3,10,85
4946,6,xx,20,4946,12,5,6,0,8,70
4947,7,xx,28,4947,16,1,6,6,11,81
4948,3,xx,15,4948,14,0,9,2,12,89
4949,1,xx,22,4949,16,0,7,3,11,91
4950,5,xx,3,4950,4,1,2,1,4,40
4951,2,xx,32,4951,20,0,10,9,15,90
4952,15,xx,45,4952,28,0,21,3,13,150
4953,1,xx,21,4953,10,1,9,0,8,62
4954,0,xx,25,4954,12,0,4,4,14,93
4955,0,xx,16,4955,12,1,8,1,5,54
4956,33,xx,137,4956,50,4,32,7,29,373
4957,2,xx,14,4957,8,0,3,5,9,55
4958,2,xx,10,4958,4,0,4,0,2,26
4959,0,xx,5,4959,4,0,1,3,3,22
4960,7,xx,35,4960,20,0,11,7,10,121
4961,7,xx,35,4961,12,1,5,2,13,127
4962,16,xx,59,4962,50,4,21,7,39,278
4963,22,xx,60,4963,22,4,17,0,22,239
4964,3,xx,19,4964,14,0,5,6,20,86
4965,38,xx,218,4965,108,4,58,28,117,926
4966,10,xx,91,4966,60,4,29,12,45,370
4967,18,xx,69,4967,30,2,21,4,58,363
4968,0,xx,2,4968,2,0,1,0,5,26
4969,18,xx,90,4969,62,3,32,14,42,359
4970,2,xx,24,4970,12,1,5,4,13,78
4971,50,xx,182,4971,100,26,54,16,58,595
4972,30,xx,130,4972,58,3,34,11,62,594
4973,6,xx,11,4973,8,3,3,1,3,40
4974,19,xx,86,4974,38,0,21,15,16,233
4975,7,xx,25,4975,16,0,14,1,16,107
4976,13,xx,50,4976,24,0,10,7,14,161
4977,12,xx,38,4977,24,2,9,8,16,144
4978,17,xx,56,4978,28,0,11,14,17,176
4979,10,xx,42,4979,24,1,17,5,13,115
4980,5,xx,40,4980,12,1,5,4,11,104
4981,5,xx,24,4981,16,0,11,3,12,98
4982,11,xx,72,4982,34,3,21,8,22,203
4983,9,xx,36,4983,20,1,11,8,16,138
4984,39,xx,137,4984,52,1,38,10,39,409
4985,25,xx,75,4985,42,3,19,9,30,336
4986,18,xx,44,4986,32,1,18,7,21,178
4987,15,xx,42,4987,22,2,8,9,10,133
4988,4,xx,29,4988,16,0,13,2,9,78
4989,10,xx,49,4989,26,3,16,4,18,160
4990,8,xx,28,4990,18,2,8,8,15,89
4991,14,xx,39,4991,18,2,10,4,15,143
4992,9,xx,46,4992,26,1,16,9,18,146
4993,11,xx,33,4993,12,2,8,1,11,102
4994,11,xx,52,4994,34,1,24,8,11,170
4995,12,xx,34,4995,18,1,13,1,7,119
4996,9,xx,32,4996,14,0,8,5,10,97
4997,2,xx,20,4997,8,1,5,2,10,57
4998,7,xx,16,4998,12,2,5,2,6,73
4999,9,xx,26,4999,14,2,10,2,12,101
5000,1,xx,8,5000,4,1,2,1,4,34
5001,3,xx,15,5001,10,1,6,1,8,69
5002,7,xx,20,5002,12,2,8,2,13,86
5003,14,xx,30,5003,14,0,9,2,12,139
5004,4,xx,33,5004,20,1,10,3,10,119
5005,8,xx,25,5005,20,0,14,4,11,98
5006,4,xx,25,5006,14,1,11,2,7,90
5007,3,xx,10,5007,8,0,4,1,9,59
5008,7,xx,26,5008,20,1,14,2,9,124
5009,4,xx,38,5009,24,0,12,3,18,143
5010,8,xx,35,5010,24,0,11,5,18,141
5011,26,xx,100,5011,64,7,40,11,42,319
5012,1,xx,19,5012,12,0,7,3,8,72
5013,9,xx,61,5013,26,1,17,7,24,187
5014,4,xx,31,5014,18,2,11,2,9,96
5015,18,xx,88,5015,26,2,18,2,27,257
5016,3,xx,12,5016,6,1,3,2,3,37
5017,19,xx,87,5017,44,3,34,5,23,292
5018,7,xx,81,5018,40,1,30,8,23,244
5019,10,xx,41,5019,20,1,14,3,12,126
5020,33,xx,118,5020,72,10,46,10,49,380
5021,6,xx,47,5021,36,2,24,5,8,139
5022,5,xx,42,5022,24,3,16,2,13,130
5023,7,xx,42,5023,26,2,11,7,20,169
5024,2,xx,49,5024,36,3,26,4,14,149
5025,5,xx,8,5025,6,0,2,3,6,67
5026,2,xx,9,5026,6,0,4,2,2,32
5027,5,xx,19,5027,12,2,7,0,3,59
5028,4,xx,21,5028,14,1,11,2,1,56
5029,1,xx,20,5029,14,0,4,4,18,116
5030,5,xx,7,5030,10,2,2,4,10,57
5031,8,xx,17,5031,18,0,8,5,12,95
5032,6,xx,16,5032,10,4,5,1,2,59
5033,12,xx,24,5033,12,1,8,2,3,72
5034,3,xx,12,5034,4,0,4,0,2,29
5035,5,xx,24,5035,16,1,12,1,7,77
5036,5,xx,12,5036,10,2,8,0,7,61
5037,0,xx,12,5037,4,0,4,0,2,33
5038,2,xx,8,5038,4,0,4,0,5,34
5039,2,xx,19,5039,10,0,4,4,11,70
5040,6,xx,24,5040,16,3,10,2,9,71
5041,3,xx,21,5041,10,3,4,0,1,67
5042,5,xx,24,5042,8,2,5,0,3,59
5043,7,xx,25,5043,12,2,9,1,8,77
5044,4,xx,20,5044,10,1,8,0,7,60
5045,3,xx,10,5045,8,0,2,3,13,68
5046,9,xx,30,5046,12,0,11,0,6,75
5047,1,xx,27,5047,16,1,10,2,6,93
5048,2,xx,9,5048,8,0,3,4,10,60
5049,2,xx,9,5049,2,0,1,1,1,20
5050,12,xx,21,5050,12,1,8,1,4,66
5051,3,xx,5,5051,6,1,2,2,7,38
5052,0,xx,1,5052,6,0,2,4,7,33
5053,2,xx,9,5053,6,0,3,2,7,47
5054,12,xx,17,5054,8,0,4,3,10,69
5055,2,xx,19,5055,8,0,6,2,5,44
5056,4,xx,20,5056,12,0,7,1,6,70
5057,5,xx,17,5057,10,0,6,2,7,60
5058,4,xx,13,5058,10,1,4,5,9,64
5059,4,xx,9,5059,8,1,4,2,5,54
5060,6,xx,12,5060,8,1,3,2,7,51
5061,6,xx,16,5061,8,0,6,2,3,51
5062,2,xx,20,5062,6,0,2,3,4,58
5063,8,xx,27,5063,12,4,7,1,10,71
5064,0,xx,27,5064,16,0,9,7,15,73
5065,3,xx,15,5065,6,0,3,3,2,43
5066,2,xx,5,5066,6,2,1,2,7,52
5067,11,xx,26,5067,12,5,6,0,5,72
5068,4,xx,12,5068,8,1,2,4,6,56
5069,15,xx,34,5069,24,10,9,5,10,107
5070,8,xx,30,5070,20,1,9,6,16,112
5071,6,xx,18,5071,12,2,7,0,11,81
5072,2,xx,21,5072,14,0,9,3,18,85
5073,5,xx,28,5073,12,1,8,2,7,78
5074,10,xx,24,5074,8,4,4,0,6,67
5075,1,xx,13,5075,8,0,2,2,3,55
5076,3,xx,17,5076,10,0,6,3,12,76
5077,4,xx,11,5077,6,1,3,0,2,36
5078,3,xx,31,5078,12,1,8,2,4,64
5079,4,xx,12,5079,6,0,5,0,5,45
5080,0,xx,19,5080,8,0,5,1,2,49
5081,1,xx,9,5081,6,0,1,3,7,49
5082,9,xx,29,5082,12,1,10,1,13,91
5083,11,xx,24,5083,14,1,9,3,14,92
5084,6,xx,29,5084,16,0,10,4,15,95
5085,7,xx,18,5085,12,5,6,0,11,84
5086,5,xx,20,5086,12,3,7,1,8,65
5087,7,xx,37,5087,12,0,5,3,13,113
5088,0,xx,15,5088,8,0,4,3,7,59
5089,6,xx,23,5089,12,0,8,3,16,97
5090,7,xx,26,5090,10,0,7,3,8,73
5091,3,xx,12,5091,10,0,5,0,3,55
5092,4,xx,33,5092,30,1,17,7,10,131
5093,5,xx,17,5093,8,0,3,5,6,74
5094,10,xx,11,5094,8,4,3,0,4,48
5095,8,xx,24,5095,14,1,12,1,8,59
5096,9,xx,44,5096,22,3,17,1,15,133
5097,1,xx,21,5097,12,1,6,4,7,64
5098,11,xx,52,5098,20,2,15,3,10,142
5099,2,xx,26,5099,12,0,9,3,5,72
5100,2,xx,15,5100,8,2,0,4,6,37
5101,3,xx,23,5101,16,0,9,6,23,101
5102,14,xx,45,5102,28,4,20,1,16,172
5103,0,xx,6,5103,4,0,1,1,1,25
5104,7,xx,17,5104,10,3,6,0,9,59
5105,1,xx,11,5105,8,0,4,1,4,43
5106,3,xx,14,5106,6,0,4,1,6,55
5107,10,xx,20,5107,8,3,5,0,7,68
5108,34,xx,86,5108,48,3,35,6,32,288
5109,11,xx,20,5109,18,5,6,3,10,105
5110,6,xx,19,5110,6,0,2,4,5,61
5111,0,xx,9,5111,2,0,1,1,1,22
5112,13,xx,49,5112,24,1,18,3,14,150
5113,12,xx,33,5113,16,1,9,4,17,125
5114,6,xx,23,5114,14,1,6,1,12,88
5115,2,xx,17,5115,12,0,9,0,9,80
5116,5,xx,13,5116,8,2,3,2,9,51
5117,5,xx,12,5117,6,0,3,2,2,36
5118,12,xx,35,5118,16,1,8,5,13,123
5119,3,xx,22,5119,8,0,5,1,9,79
5120,7,xx,39,5120,20,1,15,1,16,113
5121,10,xx,40,5121,20,3,11,4,16,141
5122,19,xx,45,5122,32,8,9,9,14,150
5123,28,xx,67,5123,38,1,24,6,24,266
5124,7,xx,16,5124,12,0,5,6,14,81
5125,9,xx,28,5125,16,2,5,3,15,112
5126,12,xx,34,5126,16,3,8,4,10,95
5127,7,xx,17,5127,14,4,7,3,1,60
5128,2,xx,36,5128,12,0,3,3,13,115
5129,9,xx,30,5129,12,2,8,1,3,70
5130,5,xx,13,5130,8,1,4,3,7,44
5131,17,xx,45,5131,12,0,8,2,14,131
5132,10,xx,30,5132,12,2,7,2,10,96
5133,36,xx,84,5133,32,6,20,5,25,252
5134,2,xx,17,5134,4,0,2,2,5,52
5135,15,xx,49,5135,12,0,8,2,10,159
5136,1,xx,18,5136,4,0,1,1,5,50
5137,0,xx,23,5137,10,0,7,2,10,67
5138,10,xx,24,5138,12,0,7,3,14,96
5139,6,xx,27,5139,12,1,5,1,11,117
5140,19,xx,47,5140,32,3,18,5,21,180
5141,10,xx,39,5141,34,5,20,9,18,142
5142,3,xx,15,5142,6,0,4,0,8,46
5143,5,xx,10,5143,12,3,3,3,7,52
5144,1,xx,15,5144,10,0,8,2,10,52
5145,5,xx,17,5145,10,1,7,1,2,51
5146,3,xx,29,5146,24,0,17,6,15,112
5147,6,xx,28,5147,24,2,14,7,15,117
5148,4,xx,19,5148,8,1,5,1,3,51
5149,8,xx,21,5149,10,0,8,1,6,72
5150,18,xx,82,5150,64,1,37,13,29,288
5151,2,xx,16,5151,8,1,5,0,4,46
5152,4,xx,11,5152,4,0,3,0,5,49
5153,11,xx,44,5153,24,3,16,1,8,115
5154,21,xx,42,5154,10,0,6,3,16,144
5155,9,xx,26,5155,10,0,10,0,9,81
5156,7,xx,19,5156,6,2,4,0,4,52
5157,1,xx,3,5157,8,0,1,6,6,39
5158,0,xx,9,5158,2,0,2,0,0,22
5159,9,xx,100,5159,32,0,26,3,33,267
5160,5,xx,30,5160,12,1,10,1,6,82
5161,5,xx,42,5161,16,0,9,3,6,127
5162,139,xx,566,5162,360,32,229,58,179,1731
5163,5,xx,8,5163,10,1,4,5,7,44
5164,4,xx,15,5164,8,1,4,2,9,64
5165,7,xx,18,5165,10,4,4,2,2,56
5166,33,xx,53,5166,48,14,25,6,13,191
5167,3,xx,23,5167,10,0,6,2,7,73
5168,15,xx,70,5168,24,0,18,4,15,179
5169,11,xx,50,5169,12,0,10,1,13,137
5170,19,xx,86,5170,60,0,46,9,21,270
